title,author,avg_rating,rating_count,num_pages,genres,pub_year,url,log_rating_count,log_num_pages,log_pub_age,genres_txt
Stones from the River,Ursula Hegi,4.09,95998,525.0,"Fiction, Historical Fiction, Book Club",1994.0,https://www.goodreads.com/book/show/77163.Stones_from_the_River,11.472093053729052,6.26530121273771,3.4657359027997265,Fiction  Historical Fiction  Book Club
Lover Unleashed,J.R. Ward,4.28,95964,512.0,"Paranormal, Paranormal Romance, Romance",2011.0,https://www.goodreads.com/book/show/8492319-lover-unleashed,11.47173882063998,6.240275845170769,2.70805020110221,Paranormal  Paranormal Romance  Romance
Down and Out in Paris and London,George Orwell,4.09,95860,213.0,"Nonfiction, Classics, Memoir",1933.0,https://www.goodreads.com/book/show/393199.Down_and_Out_in_Paris_and_London,11.470654504539036,5.365976015021851,4.532599493153256,Nonfiction  Classics  Memoir
The Chosen,Chaim Potok,4.07,95829,304.0,"Fiction, Classics, Historical Fiction",1966.0,https://www.goodreads.com/book/show/187181.The_Chosen,11.470331067337808,5.720311776607412,4.0943445622221,Fiction  Classics  Historical Fiction
The Stinky Cheese Man and Other Fairly Stupid Tales,Jon Scieszka,4.2,95587,52.0,"Picture Books, Childrens, Humor",1992.0,https://www.goodreads.com/book/show/407429.The_Stinky_Cheese_Man_and_Other_Fairly_Stupid_Tales,11.467802568148267,3.970291913552122,3.5263605246161616,Picture Books  Childrens  Humor
Six Crimson Cranes,Elizabeth Lim,4.19,95098,454.0,"Fantasy, Young Adult, Romance",2021.0,https://www.goodreads.com/book/show/53457092-six-crimson-cranes,11.462673733231087,6.12029741895095,1.6094379124341003,Fantasy  Young Adult  Romance
The House of the Scorpion,Nancy Farmer,4.08,95006,380.0,"Young Adult, Science Fiction, Dystopia",2002.0,https://www.goodreads.com/book/show/13376.The_House_of_the_Scorpion,11.461705852078657,5.942799375126701,3.1780538303479458,Young Adult  Science Fiction  Dystopia
Fantasy Lover,Sherrilyn Kenyon,4.15,94678,337.0,"Romance, Paranormal Romance, Paranormal",1999.0,https://www.goodreads.com/book/show/84136.Fantasy_Lover,11.458247501679452,5.823045895483019,3.295836866004329,Romance  Paranormal Romance  Paranormal
"Go, Dog. Go!",P.D. Eastman,4.15,94437,64.0,"Childrens, Picture Books, Fiction",1961.0,https://www.goodreads.com/book/show/460548.Go_Dog_Go_,11.455698813508029,4.174387269895637,4.174387269895637,Childrens  Picture Books  Fiction
Demonglass,Rachel Hawkins,4.08,94104,359.0,"Young Adult, Fantasy, Paranormal",2011.0,https://www.goodreads.com/book/show/8428064-demonglass,11.452166459124664,5.886104031450156,2.70805020110221,Young Adult  Fantasy  Paranormal
Born at Midnight,C.C. Hunter,4.1,94082,398.0,"Fantasy, Young Adult, Paranormal",2011.0,https://www.goodreads.com/book/show/8705784-born-at-midnight,11.451932650379153,5.988961416889864,2.70805020110221,Fantasy  Young Adult  Paranormal
The Valley of Horses,Jean M. Auel,4.04,93808,564.0,"Historical Fiction, Fiction, Fantasy",1982.0,https://www.goodreads.com/book/show/40493.The_Valley_of_Horses,11.449016079218813,6.336825731146441,3.784189633918261,Historical Fiction  Fiction  Fantasy
Less Than Zero,Bret Easton Ellis,3.6,93694,208.0,"Fiction, Contemporary, Novels",1985.0,https://www.goodreads.com/book/show/9915.Less_Than_Zero,11.447800105009765,5.342334251964811,3.713572066704308,Fiction  Contemporary  Novels
The Story of Ferdinand,Munro Leaf,4.37,93500,72.0,"Picture Books, Childrens, Classics",1936.0,https://www.goodreads.com/book/show/773951.The_Story_of_Ferdinand,11.445727410406752,4.290459441148391,4.499809670330265,Picture Books  Childrens  Classics
My Roommate Is a Vampire,Jenna Levine,3.46,93332,341.0,"Fantasy, Vampires, Paranormal",2023.0,https://www.goodreads.com/book/show/60041932-my-roommate-is-a-vampire,11.443929022048328,5.834810737062605,1.0986122886681098,Fantasy  Vampires  Paranormal
The Beach,Alex Garland,3.98,93290,436.0,"Fiction, Travel, Thriller",1996.0,https://www.goodreads.com/book/show/607639.The_Beach,11.443478919160071,6.07993319509559,3.4011973816621555,Fiction  Travel  Thriller
The Awakening / The Struggle,L.J. Smith,3.68,93271,492.0,"Young Adult, Vampires, Fantasy",1991.0,https://www.goodreads.com/book/show/395871.The_Awakening_The_Struggle,11.443275234613127,6.20050917404269,3.5553480614894135,Young Adult  Vampires  Fantasy
Sophie’s Choice,William Styron,4.17,93181,562.0,"Fiction, Historical Fiction, Holocaust",1979.0,https://www.goodreads.com/book/show/228560.Sophie_s_Choice,11.442309848973883,6.333279628139691,3.8501476017100584,Fiction  Historical Fiction  Holocaust
The Agony and the Ecstasy,Irving Stone,4.09,93034,776.0,"Historical Fiction, Fiction, Art",1961.0,https://www.goodreads.com/book/show/321552.The_Agony_and_the_Ecstasy,11.440731045421742,6.655440350367647,4.174387269895637,Historical Fiction  Fiction  Art
Cross My Heart and Hope to Spy,Ally Carter,4.14,92831,236.0,"Young Adult, Mystery, Romance",2007.0,https://www.goodreads.com/book/show/568645.Cross_My_Heart_and_Hope_to_Spy,11.43854668692113,5.4680601411351315,2.9444389791664403,Young Adult  Mystery  Romance
Howards End,E.M. Forster,3.96,92806,318.0,"Fiction, Classics, Historical Fiction",1910.0,https://www.goodreads.com/book/show/38374795-howards-end,11.438277346963996,5.765191102784844,4.7535901911063645,Fiction  Classics  Historical Fiction
The Crying of Lot 49,Thomas Pynchon,3.69,92443,152.0,"Fiction, Classics, Literature",1966.0,https://www.goodreads.com/book/show/2794.The_Crying_of_Lot_49,11.434358334763262,5.030437921392435,4.0943445622221,Fiction  Classics  Literature
The Power of One,Bryce Courtenay,4.35,92421,544.0,"Fiction, Historical Fiction, Africa",1989.0,https://www.goodreads.com/book/show/122.The_Power_of_One,11.434120324527697,6.300785794663244,3.6109179126442243,Fiction  Historical Fiction  Africa
"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,4.16,92004,499.0,"Science Fiction, Fiction, Cyberpunk",1995.0,https://www.goodreads.com/book/show/827.The_Diamond_Age,11.429598202380475,6.214608098422191,3.4339872044851463,Science Fiction  Fiction  Cyberpunk
Masquerade,Melissa de la Cruz,3.91,91988,307.0,"Young Adult, Vampires, Fantasy",2007.0,https://www.goodreads.com/book/show/106085.Masquerade,11.429424283665295,5.730099782973574,2.9444389791664403,Young Adult  Vampires  Fantasy
Dead Souls,Nikolai Gogol,3.98,91827,464.0,"Classics, Fiction, Russia",1842.0,https://www.goodreads.com/book/show/28381.Dead_Souls,11.427672540995461,6.142037405587356,5.214935757608986,Classics  Fiction  Russia
Invisible Cities,Italo Calvino,4.11,91826,165.0,"Fiction, Classics, Fantasy",1972.0,https://www.goodreads.com/book/show/9809.Invisible_Cities,11.427661651011524,5.111987788356544,3.9889840465642745,Fiction  Classics  Fantasy
Inkdeath,Cornelia Funke,3.98,91744,699.0,"Fantasy, Young Adult, Fiction",2007.0,https://www.goodreads.com/book/show/2325825.Inkdeath,11.426768268519053,6.551080335043404,2.9444389791664403,Fantasy  Young Adult  Fiction
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.04,91707,126.0,"Plays, Classics, Fiction",1967.0,https://www.goodreads.com/book/show/18545.Rosencrantz_and_Guildenstern_Are_Dead,11.426364895442553,4.844187086458591,4.07753744390572,Plays  Classics  Fiction
At Grave's End,Jeaniene Frost,4.29,91606,342.0,"Vampires, Paranormal, Urban Fantasy",2008.0,https://www.goodreads.com/book/show/3570231-at-grave-s-end,11.425262966956396,5.8377304471659395,2.8903717578961645,Vampires  Paranormal  Urban Fantasy
"84, Charing Cross Road",Helene Hanff,4.16,91464,106.0,"Nonfiction, Books About Books, Memoir",1970.0,https://www.goodreads.com/book/show/368916.84_Charing_Cross_Road,11.423711664425399,4.672828834461906,4.02535169073515,Nonfiction  Books About Books  Memoir
The Bronze Horseman,Paullina Simons,4.29,91435,637.0,"Historical Fiction, Romance, Historical",2000.0,https://www.goodreads.com/book/show/83144.The_Bronze_Horseman,11.42339455297994,6.45833828334479,3.258096538021482,Historical Fiction  Romance  Historical
Long Walk to Freedom,Nelson Mandela,4.36,91396,656.0,"Biography, Nonfiction, History",1994.0,https://www.goodreads.com/book/show/318431.Long_Walk_to_Freedom,11.42296793414645,6.48768401848461,3.4657359027997265,Biography  Nonfiction  History
Revolutionary Road,Richard Yates,3.93,91357,355.0,"Fiction, Classics, Historical Fiction",1961.0,https://www.goodreads.com/book/show/48328.Revolutionary_Road,11.422541133231652,5.87493073085203,4.174387269895637,Fiction  Classics  Historical Fiction
Silas Marner,George Eliot,3.69,91108,262.0,"Classics, Fiction, Literature",1861.0,https://www.goodreads.com/book/show/54539.Silas_Marner,11.419811870904063,5.572154032177765,5.10594547390058,Classics  Fiction  Literature
Corelli’s Mandolin,Louis de Bernières,4.03,91048,437.0,"Fiction, Historical Fiction, Romance",1994.0,https://www.goodreads.com/book/show/3388.Corelli_s_Mandolin,11.419153102119054,6.082218910376446,3.4657359027997265,Fiction  Historical Fiction  Romance
Intensity,Dean Koontz,4.04,90365,436.0,"Horror, Thriller, Fiction",1995.0,https://www.goodreads.com/book/show/32439.Intensity,11.411623369439903,6.07993319509559,3.4339872044851463,Horror  Thriller  Fiction
Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Flora Rheta Schreiber,3.99,90244,481.0,"Nonfiction, Psychology, Biography",1973.0,https://www.goodreads.com/book/show/67920.Sybil,11.41028347299835,6.1779441140506,3.970291913552122,Nonfiction  Psychology  Biography
Momo,Michael Ende,4.34,90062,304.0,"Fantasy, Fiction, Classics",1973.0,https://www.goodreads.com/book/show/68811.Momo,11.408264704426676,5.720311776607412,3.970291913552122,Fantasy  Fiction  Classics
The Children of Húrin,J.R.R. Tolkien,4.05,89808,315.0,"Fantasy, Fiction, Classics",2007.0,https://www.goodreads.com/book/show/597790.The_Children_of_H_rin,11.405440471985479,5.755742213586912,2.9444389791664403,Fantasy  Fiction  Classics
The Killer Angels,Michael Shaara,4.33,89667,345.0,"Historical Fiction, Fiction, Civil War",1974.0,https://www.goodreads.com/book/show/682804.The_Killer_Angels,11.403869239693787,5.846438775057725,3.9512437185814275,Historical Fiction  Fiction  Civil War
The Book of Negroes,Lawrence Hill,4.47,89649,512.0,"Historical Fiction, Fiction, Book Club",2007.0,https://www.goodreads.com/book/show/23316548-the-book-of-negroes,11.403668479033279,6.240275845170769,2.9444389791664403,Historical Fiction  Fiction  Book Club
The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,4.24,89328,531.0,"Religion, Nonfiction, Lds",1830.0,https://www.goodreads.com/book/show/323355.The_Book_of_Mormon,11.400081462185673,6.2766434893416445,5.278114659230517,Religion  Nonfiction  Lds
Pedro Páramo,Juan Rulfo,4.06,89123,124.0,"Fiction, Classics, Magical Realism",1955.0,https://www.goodreads.com/book/show/38787.Pedro_P_ramo,11.397783937457296,4.8283137373023015,4.2626798770413155,Fiction  Classics  Magical Realism
Rules of Attraction,Simone Elkeles,4.17,89117,336.0,"Romance, Young Adult, Contemporary",2010.0,https://www.goodreads.com/book/show/7137775-rules-of-attraction,11.397716613257588,5.820082930352362,2.772588722239781,Romance  Young Adult  Contemporary
Monsters of Men,Patrick Ness,4.22,89061,643.0,"Young Adult, Science Fiction, Dystopia",2010.0,https://www.goodreads.com/book/show/20758105-monsters-of-men,11.39708803539426,6.467698726104354,2.772588722239781,Young Adult  Science Fiction  Dystopia
Cyrano de Bergerac,Edmond Rostand,4.06,88532,240.0,"Classics, Plays, Fiction",1897.0,https://www.goodreads.com/book/show/15638.Cyrano_de_Bergerac,11.391130642848978,5.484796933490655,4.859812404361672,Classics  Plays  Fiction
Opposition,Jennifer L. Armentrout,4.32,88508,533.0,"Young Adult, Fantasy, Romance",2014.0,https://www.goodreads.com/book/show/13644055-opposition,11.390859520740698,6.280395838960195,2.4849066497880004,Young Adult  Fantasy  Romance
The Magicians' Guild,Trudi Canavan,3.95,88469,467.0,"Fantasy, Magic, Young Adult",2001.0,https://www.goodreads.com/book/show/28249.The_Magicians_Guild,11.390418790477431,6.148468295917647,3.2188758248682006,Fantasy  Magic  Young Adult
The Jungle Books,Rudyard Kipling,4.01,88457,368.0,"Classics, Fiction, Fantasy",1895.0,https://www.goodreads.com/book/show/41684.The_Jungle_Books,11.390283142077875,5.910796644040527,4.875197323201151,Classics  Fiction  Fantasy
Child 44,Tom Rob Smith,4.11,88165,509.0,"Fiction, Historical Fiction, Thriller",2008.0,https://www.goodreads.com/book/show/2161733.Child_44,11.386976680147121,6.234410725718371,2.8903717578961645,Fiction  Historical Fiction  Thriller
The Sea of Tranquility,Katja Millay,4.29,87884,449.0,"Romance, Young Adult, Contemporary",2012.0,https://www.goodreads.com/book/show/16151178-the-sea-of-tranquility,11.383784420646998,6.1092475827643655,2.6390573296152584,Romance  Young Adult  Contemporary
Magic Bleeds,Ilona Andrews,4.43,87810,349.0,"Urban Fantasy, Fantasy, Paranormal",2010.0,https://www.goodreads.com/book/show/6479550-magic-bleeds,11.382942056513771,5.857933154483459,2.772588722239781,Urban Fantasy  Fantasy  Paranormal
The Collector,John Fowles,3.97,87656,283.0,"Fiction, Classics, Horror",1963.0,https://www.goodreads.com/book/show/243705.The_Collector,11.381186750252336,5.648974238161206,4.143134726391533,Fiction  Classics  Horror
The Iron Knight,Julie Kagawa,4.18,87182,400.0,"Fantasy, Young Adult, Romance",2011.0,https://www.goodreads.com/book/show/9659607-the-iron-knight,11.375764636762604,5.993961427306569,2.70805020110221,Fantasy  Young Adult  Romance
As You Like It,William Shakespeare,3.81,86759,263.0,"Plays, Fiction, Classics",1599.0,https://www.goodreads.com/book/show/42607.As_You_Like_It,11.37090096494081,5.575949103146316,6.056784013228625,Plays  Fiction  Classics
Destined for an Early Grave,Jeaniene Frost,4.32,86564,355.0,"Vampires, Paranormal, Urban Fantasy",2009.0,https://www.goodreads.com/book/show/5604848-destined-for-an-early-grave,11.368650855813177,5.87493073085203,2.833213344056216,Vampires  Paranormal  Urban Fantasy
The Kitchen God's Wife,Amy Tan,4.04,86547,416.0,"Fiction, Historical Fiction, China",1991.0,https://www.goodreads.com/book/show/12557.The_Kitchen_God_s_Wife,11.36845445230732,6.0330862217988015,3.5553480614894135,Fiction  Historical Fiction  China
What Is the What,Dave Eggers,4.14,86165,475.0,"Fiction, Historical Fiction, Book Club",2006.0,https://www.goodreads.com/book/show/4952.What_Is_the_What,11.364030947288674,6.16541785423142,2.995732273553991,Fiction  Historical Fiction  Book Club
On the Island,Tracey Garvis Graves,4.11,86079,328.0,"Romance, Contemporary, Contemporary Romance",2011.0,https://www.goodreads.com/book/show/15505346-on-the-island,11.363032375395612,5.796057750765372,2.70805020110221,Romance  Contemporary  Contemporary Romance
The Beekeeper's Apprentice,Laurie R. King,4.05,86058,384.0,"Mystery, Fiction, Historical Fiction",1994.0,https://www.goodreads.com/book/show/91661.The_Beekeeper_s_Apprentice,11.36278838652494,5.953243334287785,3.4657359027997265,Mystery  Fiction  Historical Fiction
Stolen,Lucy Christopher,3.89,85630,304.0,"Young Adult, Contemporary, Fiction",2009.0,https://www.goodreads.com/book/show/6408862-stolen,11.357802646102229,5.720311776607412,2.833213344056216,Young Adult  Contemporary  Fiction
The Darkest Night,Gena Showalter,4.05,85436,379.0,"Paranormal, Paranormal Romance, Romance",2008.0,https://www.goodreads.com/book/show/476543.The_Darkest_Night,11.355534541218018,5.940171252720432,2.8903717578961645,Paranormal  Paranormal Romance  Romance
Hiroshima,John Hersey,4.04,85392,152.0,"History, Nonfiction, War",1946.0,https://www.goodreads.com/book/show/27323.Hiroshima,11.35501940920405,5.030437921392435,4.382026634673881,History  Nonfiction  War
The Runaway Bunny,Margaret Wise Brown,4.09,85364,48.0,"Picture Books, Childrens, Fiction",1942.0,https://www.goodreads.com/book/show/58922.The_Runaway_Bunny,11.354691459705334,3.8918202981106265,4.430816798843313,Picture Books  Childrens  Fiction
Memnoch the Devil,Anne Rice,3.76,85100,354.0,"Horror, Fantasy, Vampires",1995.0,https://www.goodreads.com/book/show/31338.Memnoch_the_Devil,11.35159406537374,5.872117789475416,3.4339872044851463,Horror  Fantasy  Vampires
American Pastoral,Philip Roth,3.94,85055,432.0,"Fiction, Classics, Literature",1997.0,https://www.goodreads.com/book/show/11650.American_Pastoral,11.351065142072917,6.07073772800249,3.367295829986474,Fiction  Classics  Literature
The Bonfire of the Vanities,Tom Wolfe,3.92,84544,690.0,"Fiction, Classics, Literature",1987.0,https://www.goodreads.com/book/show/2666.The_Bonfire_of_the_Vanities,11.34503921597253,6.53813982376767,3.6635616461296463,Fiction  Classics  Literature
Nightshade,Andrea Cremer,4.01,84185,452.0,"Young Adult, Fantasy, Paranormal",2010.0,https://www.goodreads.com/book/show/7402393-nightshade,11.340783915622051,6.115892125483034,2.772588722239781,Young Adult  Fantasy  Paranormal
The Book of Lost Things,John Connolly,3.96,83779,339.0,"Fantasy, Fiction, Young Adult",2006.0,https://www.goodreads.com/book/show/69136.The_Book_of_Lost_Things,11.335949594501026,5.8289456176102075,2.995732273553991,Fantasy  Fiction  Young Adult
A Passage to India,E.M. Forster,3.68,83711,376.0,"Fiction, Historical Fiction, Classics",1924.0,https://www.goodreads.com/book/show/45195.A_Passage_to_India,11.335137615376816,5.932245187448011,4.624972813284271,Fiction  Historical Fiction  Classics
The Portrait of a Lady,Henry James,3.8,83544,797.0,"Fiction, Classics, Literature",1881.0,https://www.goodreads.com/book/show/264.The_Portrait_of_a_Lady,11.333140687828244,6.682108597449809,4.976733742420574,Fiction  Classics  Literature
Women,Charles Bukowski,3.8,83348,291.0,"Fiction, Novels, Poetry",1978.0,https://www.goodreads.com/book/show/38500.Women,11.330791890506488,5.676753802268282,3.871201010907891,Fiction  Novels  Poetry
The New York Trilogy,Paul Auster,3.87,83028,308.0,"Fiction, Mystery, American",1987.0,https://www.goodreads.com/book/show/431.The_New_York_Trilogy,11.326945223343973,5.733341276897746,3.6635616461296463,Fiction  Mystery  American
Kushiel's Dart,Jacqueline Carey,4.02,82688,1040.0,"Fantasy, Romance, Fiction",2001.0,https://www.goodreads.com/book/show/153008.Kushiel_s_Dart,11.322841861282342,6.947937068614969,3.2188758248682006,Fantasy  Romance  Fiction
Wings,Aprilynne Pike,3.76,82664,290.0,"Fantasy, Young Adult, Romance",2009.0,https://www.goodreads.com/book/show/5056084-wings,11.322551574985445,5.673323267171493,2.833213344056216,Fantasy  Young Adult  Romance
Possession,A.S. Byatt,3.9,82496,555.0,"Fiction, Historical Fiction, Romance",1990.0,https://www.goodreads.com/book/show/41219.Possession,11.320517208025235,6.320768294250582,3.58351893845611,Fiction  Historical Fiction  Romance
Survival in Auschwitz,Primo Levi,4.34,82212,187.0,"Nonfiction, History, Holocaust",1947.0,https://www.goodreads.com/book/show/6174.Survival_in_Auschwitz,11.317068719391326,5.236441962829949,4.3694478524670215,Nonfiction  History  Holocaust
Still Life with Woodpecker,Tom Robbins,4.04,82182,277.0,"Humor, Literature, Novels",1980.0,https://www.goodreads.com/book/show/9566.Still_Life_with_Woodpecker,11.316703747003517,5.627621113690637,3.828641396489095,Humor  Literature  Novels
Birdsong,Sebastian Faulks,4.11,82136,483.0,"Historical Fiction, Fiction, War",1993.0,https://www.goodreads.com/book/show/6259.Birdsong,11.316143863834073,6.182084906716632,3.4965075614664802,Historical Fiction  Fiction  War
Battle Royale,Koushun Takami,4.26,81920,624.0,"Horror, Fiction, Dystopia",1999.0,https://www.goodreads.com/book/show/57891.Battle_Royale,11.31351064723008,6.437751649736401,3.295836866004329,Horror  Fiction  Dystopia
Evernight,Claudia Gray,3.65,81895,327.0,"Young Adult, Vampires, Fantasy",2008.0,https://www.goodreads.com/book/show/2722413-evernight,11.313205428599607,5.793013608384144,2.8903717578961645,Young Adult  Vampires  Fantasy
Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05,81852,256.0,"Fantasy, Young Adult, Romance",1978.0,https://www.goodreads.com/book/show/41424.Beauty,11.312680234540549,5.54907608489522,3.871201010907891,Fantasy  Young Adult  Romance
All Things Bright and Beautiful,James Herriot,4.35,81726,378.0,"Nonfiction, Animals, Memoir",1976.0,https://www.goodreads.com/book/show/38743.All_Things_Bright_and_Beautiful,11.311139703608662,5.937536205082426,3.912023005428146,Nonfiction  Animals  Memoir
Impulse,Ellen Hopkins,4.26,81382,666.0,"Young Adult, Poetry, Fiction",2007.0,https://www.goodreads.com/book/show/270805.Impulse,11.30692168497059,6.502790045915623,2.9444389791664403,Young Adult  Poetry  Fiction
Hawaii,James A. Michener,4.22,80490,937.0,"Historical Fiction, Fiction, Historical",1959.0,https://www.goodreads.com/book/show/12658.Hawaii,11.295900655914194,6.843749949006225,4.204692619390966,Historical Fiction  Fiction  Historical
The Red and the Black,Stendhal,3.86,80346,577.0,"Fiction, France, French Literature",1830.0,https://www.goodreads.com/book/show/14662.The_Red_and_the_Black,11.294110033816482,6.359573868672378,5.278114659230517,Fiction  France  French Literature
The Testing,Joelle Charbonneau,4.05,80262,325.0,"Dystopia, Young Adult, Science Fiction",2013.0,https://www.goodreads.com/book/show/13326831-the-testing,11.29306402164216,5.786897381366708,2.5649493574615367,Dystopia  Young Adult  Science Fiction
The Tower of Nero,Rick Riordan,4.48,79728,416.0,"Fantasy, Mythology, Young Adult",2020.0,https://www.goodreads.com/book/show/48717744-the-tower-of-nero,11.28638866308752,6.0330862217988015,1.791759469228055,Fantasy  Mythology  Young Adult
Book of Night,Holly Black,3.54,79629,304.0,"Fantasy, Urban Fantasy, Fiction",2022.0,https://www.goodreads.com/book/show/58293924-book-of-night,11.28514618525149,5.720311776607412,1.3862943611198906,Fantasy  Urban Fantasy  Fiction
Noughts & Crosses,Malorie Blackman,4.18,79627,479.0,"Young Adult, Romance, Fiction",2001.0,https://www.goodreads.com/book/show/714902.Noughts_Crosses,11.285121068773824,6.173786103901937,3.2188758248682006,Young Adult  Romance  Fiction
The Demon King,Cinda Williams Chima,4.16,79610,506.0,"Fantasy, Young Adult, Magic",2009.0,https://www.goodreads.com/book/show/6342491-the-demon-king,11.284907553239758,6.2285110035911835,2.833213344056216,Fantasy  Young Adult  Magic
"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",Nancy E. Turner,4.36,79555,384.0,"Historical Fiction, Book Club, Fiction",1998.0,https://www.goodreads.com/book/show/348225.These_Is_My_Words,11.284216455183136,5.953243334287785,3.332204510175204,Historical Fiction  Book Club  Fiction
The Venice Sketchbook,Rhys Bowen,4.25,79483,412.0,"Historical Fiction, Fiction, Romance",2021.0,https://www.goodreads.com/book/show/55073379-the-venice-sketchbook,11.283311022525707,6.023447592961033,1.6094379124341003,Historical Fiction  Fiction  Romance
The Sparrow,Mary Doria Russell,4.14,79483,419.0,"Science Fiction, Fiction, Book Club",1996.0,https://www.goodreads.com/book/show/334176.The_Sparrow,11.283311022525707,6.040254711277414,3.4011973816621555,Science Fiction  Fiction  Book Club
Jitterbug Perfume,Tom Robbins,4.23,79181,342.0,"Fiction, Fantasy, Humor",1984.0,https://www.goodreads.com/book/show/8682.Jitterbug_Perfume,11.279504279244884,5.8377304471659395,3.7376696182833684,Fiction  Fantasy  Humor
The Fiery Heart,Richelle Mead,4.34,79091,420.0,"Young Adult, Fantasy, Vampires",2013.0,https://www.goodreads.com/book/show/9833184-the-fiery-heart,11.27836701084072,6.042632833682381,2.5649493574615367,Young Adult  Fantasy  Vampires
Making Faces,Amy Harmon,4.3,79021,405.0,"Romance, New Adult, Contemporary",2013.0,https://www.goodreads.com/book/show/27237358-making-faces,11.277481573693176,6.0063531596017325,2.5649493574615367,Romance  New Adult  Contemporary
Twenty Love Poems and a Song of Despair,Pablo Neruda,4.2,78609,60.0,"Poetry, Classics, Romance",1924.0,https://www.goodreads.com/book/show/5932.Twenty_Love_Poems_and_a_Song_of_Despair,11.272254196787802,4.110873864173311,4.624972813284271,Poetry  Classics  Romance
Starter Villain,John Scalzi,4.13,78350,264.0,"Science Fiction, Fiction, Fantasy",2023.0,https://www.goodreads.com/book/show/61885029-starter-villain,11.268954010944581,5.579729825986222,1.0986122886681098,Science Fiction  Fiction  Fantasy
"Cry, the Beloved Country",Alan Paton,3.92,77919,316.0,"Fiction, Classics, Historical Fiction",1948.0,https://www.goodreads.com/book/show/6150.Cry_the_Beloved_Country,11.263437938316416,5.75890177387728,4.356708826689592,Fiction  Classics  Historical Fiction
Sweet Evil,Wendy Higgins,4.08,77768,447.0,"Young Adult, Paranormal, Fantasy",2012.0,https://www.goodreads.com/book/show/11808950-sweet-evil,11.26149817317762,6.104793232414985,2.6390573296152584,Young Adult  Paranormal  Fantasy
The Boy Who Sneaks in My Bedroom Window,Kirsty Moseley,3.84,77690,256.0,"Romance, Young Adult, Contemporary",2012.0,https://www.goodreads.com/book/show/13628209-the-boy-who-sneaks-in-my-bedroom-window,11.260494699531083,5.54907608489522,2.6390573296152584,Romance  Young Adult  Contemporary
Villette,Charlotte Brontë,3.78,77480,573.0,"Classics, Fiction, Romance",1853.0,https://www.goodreads.com/book/show/31173.Villette,11.257788023994173,6.352629396319567,5.153291594497779,Classics  Fiction  Romance
The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,4.29,77446,459.0,"Science, Nonfiction, Philosophy",1995.0,https://www.goodreads.com/book/show/17349.The_Demon_Haunted_World,11.257349110427281,6.131226489483141,3.4339872044851463,Science  Nonfiction  Philosophy
Three Men in a Boat,Jerome K. Jerome,3.84,77287,185.0,"Classics, Fiction, Humor",1889.0,https://www.goodreads.com/book/show/4921.Three_Men_in_a_Boat,11.255293983197346,5.225746673713202,4.919980925828125,Classics  Fiction  Humor
Les Fleurs du Mal,Charles Baudelaire,4.2,76664,365.0,"France, Poetry, French Literature",1857.0,https://www.goodreads.com/book/show/203220.Les_Fleurs_du_Mal,11.247200559870489,5.902633333401366,5.1298987149230735,France  Poetry  French Literature
Till We Have Faces,C.S. Lewis,4.2,76158,313.0,"Fiction, Fantasy, Classics",1956.0,https://www.goodreads.com/book/show/17343.Till_We_Have_Faces,11.240578539126943,5.749392985908253,4.248495242049359,Fiction  Fantasy  Classics
Max,James Patterson,4.05,76043,309.0,"Young Adult, Fantasy, Science Fiction",2009.0,https://www.goodreads.com/book/show/3393124-max,11.239067399111518,5.736572297479192,2.833213344056216,Young Adult  Fantasy  Science Fiction
Tropic of Cancer,Henry Miller,3.66,75889,318.0,"Fiction, Classics, Literature",1934.0,https://www.goodreads.com/book/show/249.Tropic_of_Cancer,11.237040202397958,5.765191102784844,4.5217885770490405,Fiction  Classics  Literature
The Diving Bell and the Butterfly: A Memoir of Life in Death,Jean-Dominique Bauby,3.98,75510,132.0,"Nonfiction, Memoir, Biography",1997.0,https://www.goodreads.com/book/show/193755.The_Diving_Bell_and_the_Butterfly,11.232033619988815,4.890349128221754,3.367295829986474,Nonfiction  Memoir  Biography
Dandelion Wine,Ray Bradbury,4.08,75198,239.0,"Fiction, Classics, Science Fiction",1957.0,https://www.goodreads.com/book/show/50033.Dandelion_Wine,11.227893211977173,5.480638923341991,4.23410650459726,Fiction  Classics  Science Fiction
Win,Harlan Coben,4.09,75082,375.0,"Mystery, Thriller, Fiction",2021.0,https://www.goodreads.com/book/show/53916157-win,11.226349447280967,5.929589143389895,1.6094379124341003,Mystery  Thriller  Fiction
Starcrossed,Josephine Angelini,4.05,75051,487.0,"Fantasy, Young Adult, Mythology",2011.0,https://www.goodreads.com/book/show/9462795-starcrossed,11.225936485607265,6.1903154058531475,2.70805020110221,Fantasy  Young Adult  Mythology
Forbidden,Tabitha Suzuma,3.96,74878,418.0,"Romance, Young Adult, Contemporary",2010.0,https://www.goodreads.com/book/show/7600924-forbidden,11.223628756361444,6.037870919922137,2.772588722239781,Romance  Young Adult  Contemporary
