title,author,avg_rating,rating_count,num_pages,genres,pub_year,url
Interpreter of Maladies,Jhumpa Lahiri,4.18,201347,198.0,"Short Stories, Fiction, Book Club",1999.0,https://www.goodreads.com/book/show/5439.Interpreter_of_Maladies
Inheritance,Christopher Paolini,4.16,299190,849.0,"Fantasy, Young Adult, Fiction",2011.0,https://www.goodreads.com/book/show/7664041-inheritance
Kingdom of Ash,Sarah J. Maas,4.71,892578,980.0,"Romance, Young Adult, Romantasy",2018.0,https://www.goodreads.com/book/show/33590260-kingdom-of-ash
"Not Forever, But For Now",Chuck Palahniuk,3.07,4615,256.0,"Fiction, Horror, Thriller",2023.0,https://www.goodreads.com/book/show/101145468-not-forever-but-for-now
Carry On,Rainbow Rowell,4.16,327266,522.0,"Young Adult, Queer, Magic",2015.0,https://www.goodreads.com/book/show/32768522-carry-on
The Silver Chair,C.S. Lewis,3.96,318552,243.0,"Fantasy, Fiction, Young Adult",1953.0,https://www.goodreads.com/book/show/65641.The_Silver_Chair
P.S. I Love You,Cecelia Ahern,4.04,391553,501.0,"Romance, Chick Lit, Fiction",2004.0,https://www.goodreads.com/book/show/366522.P_S_I_Love_You
Before I Fall,Lauren Oliver,3.88,343298,470.0,"Young Adult, Contemporary, Fiction",2010.0,https://www.goodreads.com/book/show/6482837-before-i-fall
To All the Boys I've Loved Before,Jenny Han,4.04,999346,355.0,"Romance, Contemporary, Young Adult",2014.0,https://www.goodreads.com/book/show/15749186-to-all-the-boys-i-ve-loved-before
The Bean Trees,Barbara Kingsolver,4.01,166874,232.0,"Fiction, Book Club, Contemporary",1988.0,https://www.goodreads.com/book/show/30868.The_Bean_Trees
Wicked Lovely,Melissa Marr,3.7,165475,328.0,"Fantasy, Young Adult, Romance",2007.0,https://www.goodreads.com/book/show/305234.Wicked_Lovely
Guards! Guards!,Terry Pratchett,4.34,225490,376.0,"Fantasy, Fiction, Humor",1989.0,https://www.goodreads.com/book/show/64216.Guards_Guards_
A Brief History of Time,Stephen Hawking,4.21,461318,226.0,"Science, Nonfiction, Physics",1988.0,https://www.goodreads.com/book/show/3869.A_Brief_History_of_Time
Inferno,Dan Brown,3.9,576457,463.0,"Fiction, Thriller, Mystery",2013.0,https://www.goodreads.com/book/show/17212231-inferno
The Merchant of Venice,William Shakespeare,3.78,197564,249.0,"Classics, Plays, Fiction",1596.0,https://www.goodreads.com/book/show/24128.The_Merchant_of_Venice
Prince Caspian,C.S. Lewis,3.98,467405,240.0,"Fantasy, Fiction, Classics",1951.0,https://www.goodreads.com/book/show/121749.Prince_Caspian
The Secret,Rhonda Byrne,3.74,513895,199.0,"Self Help, Nonfiction, Spirituality",2006.0,https://www.goodreads.com/book/show/52529.The_Secret
The Eyre Affair,Jasper Fforde,3.89,135454,374.0,"Fantasy, Fiction, Mystery",2001.0,https://www.goodreads.com/book/show/27003.The_Eyre_Affair
Invisible Monsters,Chuck Palahniuk,4.0,148267,304.0,"Fiction, Contemporary, Thriller",1999.0,https://www.goodreads.com/book/show/36236125-invisible-monsters
All the King's Men,Robert Penn Warren,4.09,65347,439.0,"Fiction, Classics, Historical Fiction",1946.0,https://www.goodreads.com/book/show/5527.All_the_King_s_Men
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,3.98,120962,182.0,"Fiction, Classics, Russia",1962.0,https://www.goodreads.com/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich
The Bluest Eye,Toni Morrison,4.13,281118,216.0,"Fiction, Classics, Historical Fiction",1970.0,https://www.goodreads.com/book/show/11337.The_Bluest_Eye
Murder on Family Grounds,Susan Rowland,4.3,17570,334.0,"Mystery, Mystery Thriller, Drama",2024.0,https://www.goodreads.com/book/show/205338104-murder-on-family-grounds
Gravity’s Rainbow,Thomas Pynchon,4.01,46436,776.0,"Fiction, Classics, Literature",1973.0,https://www.goodreads.com/book/show/415.Gravity_s_Rainbow
Lover Eternal,J.R. Ward,4.32,198111,441.0,"Romance, Paranormal, Vampires",2006.0,https://www.goodreads.com/book/show/35729.Lover_Eternal
The Shards,Bret Easton Ellis,4.0,35947,595.0,"Fiction, Thriller, Horror",2023.0,https://www.goodreads.com/book/show/60880820-the-shards
Starship Troopers,Robert A. Heinlein,4.01,239615,264.0,"Science Fiction, Fiction, Classics",1959.0,https://www.goodreads.com/book/show/17214.Starship_Troopers
The Queen of the Damned,Anne Rice,3.92,158415,448.0,"Horror, Fantasy, Vampires",1988.0,https://www.goodreads.com/book/show/43758.The_Queen_of_the_Damned
The Blood of Olympus,Rick Riordan,4.43,371257,516.0,"Fantasy, Mythology, Young Adult",2014.0,https://www.goodreads.com/book/show/18705209-the-blood-of-olympus
Poison Study,Maria V. Snyder,4.09,172827,427.0,"Fantasy, Young Adult, Romance",2005.0,https://www.goodreads.com/book/show/60510.Poison_Study
Foucault’s Pendulum,Umberto Eco,3.91,73149,623.0,"Fiction, Historical Fiction, Mystery",1988.0,https://www.goodreads.com/book/show/17841.Foucault_s_Pendulum
Seabiscuit: An American Legend,Laura Hillenbrand,4.23,166399,457.0,"Nonfiction, History, Biography",1999.0,https://www.goodreads.com/book/show/110737.Seabiscuit
Twenty Thousand Leagues Under the Sea,Jules Verne,3.89,267842,269.0,"Classics, Science Fiction, Fiction",1869.0,https://www.goodreads.com/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea
The Bourne Identity,Robert Ludlum,4.05,438122,566.0,"Fiction, Thriller, Mystery",1980.0,https://www.goodreads.com/book/show/7869.The_Bourne_Identity
Powerless,Lauren Roberts,4.17,672955,523.0,"Fantasy, Romance, Romantasy",2023.0,https://www.goodreads.com/book/show/75513900-powerless
The Ocean at the End of the Lane,Neil Gaiman,4.02,646666,181.0,"Fantasy, Fiction, Magical Realism",2013.0,https://www.goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane
House of Leaves,Mark Z. Danielewski,4.09,187882,710.0,"Horror, Fiction, Fantasy",2000.0,https://www.goodreads.com/book/show/24800.House_of_Leaves
Assassin's Apprentice,Robin Hobb,4.19,367421,435.0,"Fantasy, Fiction, High Fantasy",1995.0,https://www.goodreads.com/book/show/77197.Assassin_s_Apprentice
Where She Went,Gayle Forman,3.97,302031,264.0,"Young Adult, Romance, Contemporary",2011.0,https://www.goodreads.com/book/show/8492825-where-she-went
Peace Like a River,Leif Enger,4.02,97965,312.0,"Fiction, Book Club, Historical Fiction",2001.0,https://www.goodreads.com/book/show/227571.Peace_Like_a_River
Corrupt,Penelope Douglas,3.79,377600,516.0,"Dark Romance, Dark, Enemies To Lovers",2015.0,https://www.goodreads.com/book/show/58124274-corrupt
The Night Before Christmas,Clement Clarke Moore,4.4,126113,32.0,"Christmas, Childrens, Picture Books",1823.0,https://www.goodreads.com/book/show/196970.The_Night_Before_Christmas
The House in the Cerulean Sea,T.J. Klune,4.38,824568,394.0,"Fantasy, Fiction, LGBT",2020.0,https://www.goodreads.com/book/show/45047384-the-house-in-the-cerulean-sea
The Memory Keeper's Daughter,Kim Edwards,3.7,607762,401.0,"Fiction, Book Club, Contemporary",2005.0,https://www.goodreads.com/book/show/10441.The_Memory_Keeper_s_Daughter
Simon vs. the Homo Sapiens Agenda,Becky Albertalli,4.14,459314,320.0,"Young Adult, Romance, LGBT",2015.0,https://www.goodreads.com/book/show/19547856-simon-vs-the-homo-sapiens-agenda
Mythology,Edith Hamilton,4.03,58376,497.0,"Mythology, Classics, Nonfiction",1942.0,https://www.goodreads.com/book/show/23522.Mythology
A People’s History of the United States: 1492 - Present,Howard Zinn,4.08,256828,729.0,"History, Nonfiction, Politics",1980.0,https://www.goodreads.com/book/show/2767.A_People_s_History_of_the_United_States
City of Ashes,Cassandra Clare,4.11,974266,453.0,"Fantasy, Young Adult, Romance",2008.0,https://www.goodreads.com/book/show/1582996.City_of_Ashes
Viciously Yours,Jamie Applegate Hunter,3.6,37690,258.0,"Fantasy, Romance, Fae",2024.0,https://www.goodreads.com/book/show/205404157-viciously-yours
Oedipus Rex,Sophocles,3.72,229930,75.0,"Classics, Plays, Fiction",,https://www.goodreads.com/book/show/1554.Oedipus_Rex
The History of Love,Nicole Krauss,3.92,138687,255.0,"Fiction, Book Club, Historical Fiction",2005.0,https://www.goodreads.com/book/show/3867.The_History_of_Love
Magical Midlife Awakening,K.F. Breene,4.62,10310,364.0,"Fantasy, Magic, Fiction",2024.0,https://www.goodreads.com/book/show/205840559-magical-midlife-awakening
The Iliad,Homer,3.92,486685,614.0,"Classics, Poetry, Fiction",,https://www.goodreads.com/book/show/1371.The_Iliad
Native Son,Richard Wright,4.04,102360,504.0,"Fiction, Classics, Historical Fiction",1940.0,https://www.goodreads.com/book/show/15622.Native_Son
As Good As Dead,Holly Jackson,4.19,498259,500.0,"Mystery, Thriller, Young Adult",2021.0,https://www.goodreads.com/book/show/56905097-as-good-as-dead
Oryx and Crake,Margaret Atwood,4.01,279530,389.0,"Fiction, Science Fiction, Dystopia",2003.0,https://www.goodreads.com/book/show/46756.Oryx_and_Crake
The Talisman,Stephen King,4.11,136863,656.0,"Horror, Fantasy, Fiction",1984.0,https://www.goodreads.com/book/show/59219.The_Talisman
Educated,Tara Westover,4.47,1733793,352.0,"Nonfiction, Memoir, Book Club",2018.0,https://www.goodreads.com/book/show/35133922-educated
Consequences,Aleatha Romig,3.92,43036,366.0,"Dark, Romance, Dark Romance",2011.0,https://www.goodreads.com/book/show/12368985-consequences
The Killer Angels,Michael Shaara,4.33,89667,345.0,"Historical Fiction, Fiction, Civil War",1974.0,https://www.goodreads.com/book/show/682804.The_Killer_Angels
Grimm's Fairy Tales,Jacob Grimm,4.23,217977,688.0,"Classics, Fantasy, Fiction",1812.0,https://www.goodreads.com/book/show/19351490-grimm-s-fairy-tales
The Hero of Ages,Brandon Sanderson,4.55,524399,572.0,"Fantasy, Fiction, Epic Fantasy",2008.0,https://www.goodreads.com/book/show/2767793-the-hero-of-ages
Truth,Aleatha Romig,4.34,32521,480.0,"Dark, Romance, Contemporary",2012.0,https://www.goodreads.com/book/show/16070018-truth
Left Behind,Tim LaHaye,3.86,242190,470.0,"Fiction, Christian, Christian Fiction",1995.0,https://www.goodreads.com/book/show/27523.Left_Behind
The Fiery Cross,Diana Gabaldon,4.26,221188,1443.0,"Historical Fiction, Romance, Fantasy",2001.0,https://www.goodreads.com/book/show/10967.The_Fiery_Cross
If on a Winter’s Night a Traveler,Italo Calvino,4.02,106559,260.0,"Fiction, Classics, Italian Literature",1979.0,https://www.goodreads.com/book/show/374233.If_on_a_Winter_s_Night_a_Traveler
Champion,Marie Lu,4.31,228120,369.0,"Dystopia, Young Adult, Romance",2013.0,https://www.goodreads.com/book/show/14290364-champion
The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,4.08,329394,129.0,"Short Stories, Fiction, Horror",1892.0,https://www.goodreads.com/book/show/99300.The_Yellow_Wallpaper_and_Other_Stories
Gone,Michael Grant,3.87,207373,560.0,"Young Adult, Dystopia, Fantasy",2008.0,https://www.goodreads.com/book/show/2536134.Gone
I Am Legend and Other Stories,Richard Matheson,4.0,134560,317.0,"Horror, Fiction, Science Fiction",1954.0,https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories
The Polymorph,Max Nowaz,4.28,15541,,"Science Fiction, Fiction, Space",2023.0,https://www.goodreads.com/book/show/101265124-the-polymorph
A Breath of Snow and Ashes,Diana Gabaldon,4.44,186801,1008.0,"Historical Fiction, Romance, Fantasy",2005.0,https://www.goodreads.com/book/show/10965.A_Breath_of_Snow_and_Ashes
House of Earth and Blood,Sarah J. Maas,4.46,964741,803.0,"Romance, Romantasy, Fiction",2020.0,https://www.goodreads.com/book/show/44778083-house-of-earth-and-blood
The Drowning Woman,Robyn Harding,4.05,133531,336.0,"Thriller, Mystery, Mystery Thriller",2023.0,https://www.goodreads.com/book/show/62874245-the-drowning-woman
Night Watch,Terry Pratchett,4.5,115471,480.0,"Fantasy, Fiction, Humor",2002.0,https://www.goodreads.com/book/show/47989.Night_Watch
Watchers,Dean Koontz,4.19,169076,624.0,"Horror, Fiction, Thriller",1987.0,https://www.goodreads.com/book/show/32423.Watchers
Darkfever,Karen Marie Moning,4.06,186987,309.0,"Fantasy, Urban Fantasy, Paranormal",2006.0,https://www.goodreads.com/book/show/112750.Darkfever
One for the Money,Janet Evanovich,4.05,570108,320.0,"Mystery, Fiction, Humor",1994.0,https://www.goodreads.com/book/show/6853.One_for_the_Money
Archer's Voice,Mia Sheridan,4.18,617898,377.0,"Romance, Contemporary, Contemporary Romance",2014.0,https://www.goodreads.com/book/show/32822135-archer-s-voice
Storm Front,Jim Butcher,3.97,367925,372.0,"Fantasy, Urban Fantasy, Mystery",2000.0,https://www.goodreads.com/book/show/47212.Storm_Front
Shadowfever,Karen Marie Moning,4.39,111579,608.0,"Fantasy, Urban Fantasy, Paranormal",2011.0,https://www.goodreads.com/book/show/7304203-shadowfever
A Court of Thorns and Roses,Sarah J. Maas,4.17,3704240,419.0,"Fantasy, Young Adult, Fiction",2015.0,https://www.goodreads.com/book/show/50659467-a-court-of-thorns-and-roses
Killing Sarai,J.A. Redmerski,4.08,32649,268.0,"Romance, Dark, New Adult",2013.0,https://www.goodreads.com/book/show/20559676-killing-sarai
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.16,216014,159.0,"Fiction, Childrens, Middle Grade",1967.0,https://www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler
The Magus,John Fowles,4.05,61625,656.0,"Fiction, Classics, Fantasy",1965.0,https://www.goodreads.com/book/show/16286.The_Magus
One of Us Is Lying,Karen M. McManus,3.92,987938,416.0,"Mystery, Young Adult, Thriller",2017.0,https://www.goodreads.com/book/show/58679358-one-of-us-is-lying
John Adams,David McCullough,4.08,370956,751.0,"History, Biography, Nonfiction",2001.0,https://www.goodreads.com/book/show/2203.John_Adams
The Murder of Roger Ackroyd,Agatha Christie,4.27,314320,288.0,"Mystery, Fiction, Crime",1926.0,https://www.goodreads.com/book/show/16328.The_Murder_of_Roger_Ackroyd
The Wasp Factory,Iain Banks,3.76,103779,184.0,"Fiction, Horror, Thriller",1984.0,https://www.goodreads.com/book/show/567678.The_Wasp_Factory
Alanna: The First Adventure,Tamora Pierce,4.27,134576,274.0,"Fantasy, Young Adult, Fiction",1983.0,https://www.goodreads.com/book/show/13831.Alanna
Pretties,Scott Westerfeld,3.83,275358,370.0,"Young Adult, Dystopia, Science Fiction",2005.0,https://www.goodreads.com/book/show/24768.Pretties
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.04,91707,126.0,"Plays, Classics, Fiction",1967.0,https://www.goodreads.com/book/show/18545.Rosencrantz_and_Guildenstern_Are_Dead
Possession,A.S. Byatt,3.9,82496,555.0,"Fiction, Historical Fiction, Romance",1990.0,https://www.goodreads.com/book/show/41219.Possession
The Death Cure,James Dashner,3.78,481816,325.0,"Young Adult, Dystopia, Science Fiction",2011.0,https://www.goodreads.com/book/show/7864437-the-death-cure
The Blind Assassin,Margaret Atwood,3.96,160203,637.0,"Fiction, Historical Fiction, Mystery",2000.0,https://www.goodreads.com/book/show/78433.The_Blind_Assassin
If We Were Villains,M.L. Rio,4.12,362310,354.0,"Dark Academia, Mystery, Fiction",2017.0,https://www.goodreads.com/book/show/30319086-if-we-were-villains
Papillon,Henri Charrière,4.23,73419,544.0,"Nonfiction, Biography, Classics",1969.0,https://www.goodreads.com/book/show/6882.Papillon
House of Sand and Fog,Andre Dubus III,3.86,134876,384.0,"Fiction, Book Club, Contemporary",1999.0,https://www.goodreads.com/book/show/38311414-house-of-sand-and-fog
Death on the Nile,Agatha Christie,4.12,288246,352.0,"Mystery, Fiction, Crime",1937.0,https://www.goodreads.com/book/show/131359.Death_on_the_Nile
Cosmos,Carl Sagan,4.4,154092,384.0,"Science, Nonfiction, Astronomy",1980.0,https://www.goodreads.com/book/show/55030.Cosmos
Lover Unbound,J.R. Ward,4.31,138362,528.0,"Romance, Paranormal, Paranormal Romance",2007.0,https://www.goodreads.com/book/show/304027.Lover_Unbound
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.26,98510,509.0,"History, Nonfiction, Native American",1970.0,https://www.goodreads.com/book/show/76401.Bury_My_Heart_at_Wounded_Knee
The Sisterhood of the Traveling Pants,Ann Brashares,3.85,724503,294.0,"Young Adult, Fiction, Chick Lit",2001.0,https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants
The Sirens of Titan,Kurt Vonnegut Jr.,4.15,151689,224.0,"Fiction, Science Fiction, Classics",1959.0,https://www.goodreads.com/book/show/4982.The_Sirens_of_Titan
The Agony and the Ecstasy,Irving Stone,4.09,93034,776.0,"Historical Fiction, Fiction, Art",1961.0,https://www.goodreads.com/book/show/321552.The_Agony_and_the_Ecstasy
Odd Thomas,Dean Koontz,3.99,273649,446.0,"Horror, Fiction, Fantasy",2003.0,https://www.goodreads.com/book/show/14995.Odd_Thomas
Under the Dome,Stephen King,3.93,314804,1074.0,"Horror, Fiction, Science Fiction",2009.0,https://www.goodreads.com/book/show/6320534-under-the-dome
Tears of Tess,Pepper Winters,3.99,41730,376.0,"Dark, Dark Romance, Romance",2013.0,https://www.goodreads.com/book/show/18134894-tears-of-tess
The Very Secret Society of Irregular Witches,Sangu Mandanna,4.06,292977,318.0,"Fantasy, Romance, Fiction",2022.0,https://www.goodreads.com/book/show/60018635-the-very-secret-society-of-irregular-witches
"It Ain't Me, Babe",Tillie Cole,4.04,55347,466.0,"Romance, Dark Romance, Dark",2014.0,https://www.goodreads.com/book/show/22020052-it-ain-t-me-babe
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,4.01,880234,268.0,"Nonfiction, Economics, Business",2005.0,https://www.goodreads.com/book/show/1202.Freakonomics
Veronika Decides to Die,Paulo Coelho,3.73,234642,285.0,"Fiction, Contemporary, Philosophy",1998.0,https://www.goodreads.com/book/show/1431.Veronika_Decides_to_Die
Project Hail Mary,Andy Weir,4.5,786613,476.0,"Science Fiction, Fiction, Audiobook",2021.0,https://www.goodreads.com/book/show/54493401-project-hail-mary
On Writing: A Memoir of the Craft,Stephen King,4.34,306001,320.0,"Nonfiction, Writing, Memoir",2000.0,https://www.goodreads.com/book/show/10569.On_Writing
A Heartbreaking Work of Staggering Genius,Dave Eggers,3.69,182284,530.0,"Fiction, Contemporary, Book Club",2000.0,https://www.goodreads.com/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius
How to Win Friends & Influence People,Dale Carnegie,4.22,1093099,288.0,"Self Help, Nonfiction, Business",1936.0,https://www.goodreads.com/book/show/4865.How_to_Win_Friends_Influence_People
The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,4.24,89328,531.0,"Religion, Nonfiction, Lds",1830.0,https://www.goodreads.com/book/show/323355.The_Book_of_Mormon
Corelli’s Mandolin,Louis de Bernières,4.03,91048,437.0,"Fiction, Historical Fiction, Romance",1994.0,https://www.goodreads.com/book/show/3388.Corelli_s_Mandolin
